Descriptor ID,Fitness,Algorithm,Dimen,R2,R2_Valid,R2_Test,RMSE,MAE,Prediction
"[69, 119, 228, 239, 242, 272, 449, 497, 532, 537, 560, 692, 700, 880]",3.5981,GA with SVR,14,0.2103,0.3108,0.2062,1.5498,1.2951,0.4507
"[1, 4, 30, 166, 209, 309, 321, 371, 398, 401, 499]",3.0703,GA with SVR,11,0.1726,0.0998,0.0832,1.6655,1.3292,0.4225
"[129, 138, 201, 217, 244, 260, 320, 372, 434, 449, 474, 482, 492, 615, 906]",3.8063,GA with SVR,15,0.2375,0.2685,0.3164,1.4381,1.1898,0.4648
"[15, 42, 83, 101, 107, 166, 191, 199, 243, 381, 432, 442, 519, 530, 544, 651, 826]",4.1789,GA with SVR,17,0.2631,0.3447,0.2277,1.5287,1.2566,0.493
"[20, 45, 64, 76, 98, 218, 254, 301, 306, 311, 326, 355, 402, 471, 546, 691, 937]",4.3123,GA with SVR,17,0.1898,0.1333,0.1686,1.586,1.3334,0.3944
"[73, 112, 146, 276, 308, 330, 374, 380, 389, 408, 431, 495, 553, 559, 562, 566, 573, 696, 697, 937]",4.7612,GA with SVR,20,0.3017,0.3978,0.3614,1.39,1.1177,0.5352
"[20, 45, 64, 68, 76, 98, 276, 298, 308, 355, 374, 380, 389, 431, 435, 458, 482, 495, 553, 562, 572, 573, 676, 696]",5.4673,GA with SVR,24,0.4319,0.4792,0.4369,1.3052,1.0298,0.6197
"[20, 33, 45, 64, 76, 98, 172, 276, 308, 354, 374, 380, 389, 431, 485, 495, 553, 562, 573, 696, 871]",4.8453,GA with SVR,21,0.4024,0.5042,0.4286,1.3149,1.0332,0.6197
"[33, 41, 60, 64, 101, 141, 281, 319, 328, 451, 631]",3.1613,GA with SVR,11,0.053,0.047,0.0634,1.6834,1.42,0.4225
"[15, 71, 109, 236, 353, 414, 530, 550, 560, 564, 941]",3.0266,GA with SVR,11,0.191,0.1896,0.1822,1.573,1.2991,0.493
"[17, 99, 172, 180, 229, 495, 497]",2.1092,GA with SVR,7,0.2238,0.3572,0.2336,1.5228,1.2821,0.4225
"[50, 81, 183, 307, 316, 321, 329, 381, 385, 391, 403, 472, 487, 488, 518, 545, 868, 880]",4.3596,GA with SVR,18,0.2943,0.3632,0.3579,1.3939,1.0937,0.5634
"[66, 89, 98, 100, 115, 118, 186, 287, 296, 322, 370, 415, 514]",3.4778,GA with SVR,13,0.1677,0.1449,0.1789,1.5762,1.2947,0.4225
"[5, 60, 87, 164, 176, 183, 199, 213, 247, 286, 295, 366, 384, 404, 424, 485]",3.9379,GA with SVR,16,0.3142,0.3314,0.2034,1.5525,1.1896,0.507
"[92, 214, 348, 351, 448, 455]",1.55,GA with SVR,6,0.3453,0.2714,0.3431,1.4098,1.0537,0.5915
"[4, 77, 106, 109, 228, 242, 247, 260, 310, 363, 376, 421, 437, 446, 538, 550, 558, 872]",4.5825,GA with SVR,18,0.1237,0.0914,0.1423,1.6109,1.3632,0.3944
"[0, 5, 32, 105, 132, 145, 305, 353, 403, 423, 451, 499, 554]",3.5419,GA with SVR,13,0.0942,0.0936,0.0965,1.6534,1.4061,0.3944
"[84, 87, 251, 279, 291, 311, 456, 466, 502, 561, 699]",3.0544,GA with SVR,11,0.1772,0.1366,0.1899,1.5657,1.2768,0.4366
"[34, 60, 151, 181, 261, 294, 310, 326, 347, 355, 361, 395, 397, 442, 445, 471, 557, 570, 695]",4.5702,GA with SVR,19,0.3182,0.324,0.315,1.4397,1.1507,0.4648
"[43, 74, 117, 124, 132, 168, 207, 210, 252, 280, 330, 343, 362, 370, 402, 418, 481, 519, 680, 867]",4.8402,GA with SVR,20,0.2825,0.2467,0.2524,1.504,1.1718,0.507
"[173, 180, 242, 250, 311, 332, 346, 451, 454, 498, 529, 567, 574, 615, 868]",3.782,GA with SVR,15,0.2587,0.2936,0.2707,1.4855,1.1683,0.507
"[95, 118, 121, 175, 278, 332, 409, 416, 420, 479, 816, 867]",3.1387,GA with SVR,12,0.2726,0.3049,0.2353,1.5212,1.1992,0.5493
"[15, 31, 40, 67, 90, 112, 139, 147, 167, 224, 482, 488, 537, 839]",3.798,GA with SVR,14,0.0795,-0.0107,0.1014,1.6489,1.2894,0.5211
"[72, 225, 369, 376, 391, 420, 467, 522, 541, 542, 558, 864]",3.0911,GA with SVR,12,0.3236,0.3355,0.3735,1.3768,1.0814,0.5915
"[1, 16, 34, 62, 148, 188, 218, 227, 246, 285, 336, 377, 478]",3.2885,GA with SVR,13,0.3329,0.3481,0.3015,1.4537,1.1267,0.5352
"[48, 64, 93, 107, 134, 148, 179, 214, 218, 243, 411, 459, 494, 526, 557, 564, 906]",4.2734,GA with SVR,17,0.1923,0.23,0.179,1.5761,1.2674,0.4366
"[50, 64, 85, 142, 173, 174, 213, 355, 450, 451, 465, 694]",3.32,GA with SVR,12,0.089,0.1354,0.1081,1.6428,1.2946,0.493
"[150, 477, 502, 520, 546, 866]",1.7017,GA with SVR,6,0.1814,0.1477,0.0295,1.7136,1.3835,0.3944
"[16, 90, 153, 154, 216, 219, 312, 350, 387, 427, 447, 498, 517, 530, 555, 872]",4.1758,GA with SVR,16,0.1058,0.0737,0.0586,1.6877,1.4225,0.3662
"[52, 147, 214, 250, 399, 446]",1.6664,GA with SVR,6,0.2039,0.2094,0.0745,1.6734,1.2598,0.5634
"[20, 107, 122, 218, 240, 325, 340, 356, 360, 482, 499, 562, 871]",3.3992,GA with SVR,13,0.1893,0.3191,0.1681,1.5866,1.2756,0.4507
"[4, 71, 84, 89, 122, 193, 207, 244, 299, 467, 479, 499, 546, 564, 864]",3.9547,GA with SVR,15,0.1119,0.0894,0.13,1.6225,1.3166,0.4225
"[135, 143, 179, 201, 206, 211, 235, 240, 242, 286, 381, 399, 452, 493, 495, 649, 703, 865, 928]",4.6109,GA with SVR,19,0.2941,0.2689,0.326,1.4281,1.1114,0.507
"[64, 66, 132, 161, 170, 185, 253, 408, 437, 479, 506, 531, 826]",3.2565,GA with SVR,13,0.3489,0.3976,0.3265,1.4276,1.127,0.5211
"[40, 183, 184, 249, 272, 367, 400, 457, 495, 508, 520, 552, 631, 819]",3.708,GA with SVR,14,0.1616,0.1017,0.1233,1.6287,1.3969,0.3944
"[81, 121, 123, 222, 294, 326, 327, 355, 368, 374, 510, 553, 562]",3.4051,GA with SVR,13,0.248,0.2004,0.197,1.5587,1.2446,0.4789
"[86, 181, 252, 295, 359, 445, 452, 483, 492, 532, 574]",3.0145,GA with SVR,11,0.1601,0.2784,0.1531,1.6008,1.3084,0.4648
"[44, 86, 97, 139, 207, 217, 227, 254, 311, 312, 397, 565, 871]",3.5016,GA with SVR,13,0.1764,0.0633,0.1729,1.582,1.3086,0.4225
"[61, 157, 193, 197, 215, 234, 298, 304, 442, 458, 479, 486, 526, 559, 930]",3.9131,GA with SVR,15,0.1783,0.0893,0.1482,1.6054,1.3066,0.4507
"[39, 61, 79, 193, 249, 299, 377, 389, 406, 417, 452, 941]",3.4415,GA with SVR,12,0.0237,-0.1118,0.003,1.7368,1.3905,0.4225
"[57, 59, 82, 149, 171, 320, 498, 691]",2.3527,GA with SVR,8,0.2291,0.2501,0.1822,1.573,1.2722,0.4507
"[2, 118, 125, 138, 276, 308, 343, 345, 478, 570, 679]",2.9005,GA with SVR,11,0.2826,0.3622,0.3858,1.3632,1.0673,0.5493
"[2, 5, 74, 90, 118, 128, 150, 237, 324, 336, 378, 386, 478, 567, 697, 939]",3.919,GA with SVR,16,0.3269,0.3545,0.2399,1.5165,1.1626,0.507
"[73, 85, 90, 101, 109, 148, 235, 250, 255, 276, 285, 294, 307, 330, 400, 445, 470, 489, 511, 693]",4.754,GA with SVR,20,0.3129,0.3954,0.37,1.3806,1.1148,0.5352
"[45, 47, 54, 66, 147, 182, 196, 241, 313, 333, 336, 348, 349, 399, 414, 555, 679]",4.2174,GA with SVR,17,0.2458,0.2801,0.2394,1.517,1.207,0.493
"[31, 60, 88, 97, 151, 216, 220, 233, 305, 344, 357, 378, 419, 458, 478, 544]",4.2674,GA with SVR,16,0.0083,-0.0194,0.0143,1.727,1.4057,0.4366
"[5, 17, 53, 130, 160, 181, 242, 270, 329, 341, 352, 376, 392, 477, 546, 574]",4.0085,GA with SVR,16,0.2409,0.2838,0.2552,1.5012,1.2359,0.4789
"[16, 126, 152, 157, 173, 204, 220, 236, 243, 247, 329, 337, 367, 373, 390, 508]",3.9404,GA with SVR,16,0.2928,0.3621,0.2506,1.5058,1.1597,0.4789
"[83, 86, 98, 136, 137, 155, 173, 351, 485, 488, 868]",3.0295,GA with SVR,11,0.1693,0.2204,0.2309,1.5254,1.2212,0.4366
"[75, 115, 221, 236, 243, 271, 311, 350, 384, 446, 472, 529]",3.3856,GA with SVR,12,0.0264,0.0535,0.0502,1.6952,1.4285,0.3944
"[15, 39, 144, 147, 161, 174, 198, 224, 227, 304, 404, 471, 494, 498, 518]",4.0774,GA with SVR,15,0.0236,-0.1121,0.0028,1.737,1.3906,0.4225
"[0, 99, 112, 122, 143, 154, 176, 202, 338, 380, 382, 396, 423, 439, 452, 464, 503, 512, 539, 693]",4.9989,GA with SVR,20,0.1158,0.129,0.103,1.6475,1.4095,0.338
"[42, 104, 235, 270, 338, 392, 398, 404, 453, 459, 546, 929]",3.1902,GA with SVR,12,0.2185,0.266,0.2434,1.5131,1.2588,0.4507
"[35, 36, 45, 116, 247, 288, 320, 323, 363, 411, 448, 512, 650, 865, 906]",3.8193,GA with SVR,15,0.2805,0.1608,0.2902,1.4655,1.1504,0.493
"[5, 33, 48, 64, 93, 107, 109, 134, 148, 179, 192, 198, 214, 218, 243, 281, 411, 459, 494, 526, 557, 564, 906]",5.4806,GA with SVR,23,0.2712,0.26,0.1634,1.591,1.2498,0.507
"[15, 17, 67, 73, 85, 90, 101, 109, 148, 200, 235, 246, 250, 255, 276, 285, 294, 307, 330, 400, 435, 445, 470, 486, 489, 511, 540, 693]",6.4609,GA with SVR,28,0.3117,0.3897,0.3658,1.3852,1.12,0.5352
"[48, 64, 93, 107, 134, 148, 153, 179, 214, 218, 243, 411, 470, 489, 511, 650, 693]",4.2792,GA with SVR,17,0.1745,0.2453,0.0917,1.6578,1.1782,0.6056
"[48, 64, 93, 98, 107, 134, 148, 176, 179, 214, 218, 243, 411, 470, 489, 511, 533, 693]",4.5136,GA with SVR,18,0.1518,0.2251,0.0773,1.6709,1.1922,0.5915
"[59, 60, 66, 115, 230, 263, 295, 310, 393, 435, 458, 476, 479, 500, 517, 560, 681, 702]",4.493,GA with SVR,18,0.172,0.2438,0.197,1.5587,1.278,0.5211
"[0, 3, 53, 74, 150, 282, 334, 349, 378, 442, 450, 470, 472, 484, 506]",3.9335,GA with SVR,15,0.1211,0.1324,0.1099,1.6411,1.4032,0.3521
"[61, 68, 132, 144, 195, 226, 289, 300, 307, 502, 908, 928]",3.1075,GA with SVR,12,0.3272,0.2879,0.2606,1.4958,1.1923,0.5211
"[110, 119, 127, 217, 247, 299, 401, 417, 432, 445, 455, 480, 533, 547, 939]",3.7287,GA with SVR,15,0.2493,0.4419,0.3083,1.4467,1.1367,0.5493
"[129, 168, 223, 369, 375, 414, 430, 519, 541, 549, 574]",3.0501,GA with SVR,11,0.1555,0.1873,0.1648,1.5897,1.2665,0.4366
"[0, 5, 72, 200, 328, 357, 386, 391, 394, 425, 512, 524, 564, 569]",3.7249,GA with SVR,14,0.1179,0.1308,0.1057,1.645,1.4061,0.338
"[30, 41, 130, 144, 146, 151, 165, 195, 217, 283, 350, 410, 479, 524, 532, 548]",3.9817,GA with SVR,16,0.2707,0.2994,0.2464,1.51,1.2415,0.4366
"[112, 123, 173, 223, 231, 244, 270, 321, 395, 473, 476, 496, 522, 532, 572, 631, 839]",4.2444,GA with SVR,17,0.218,0.26,0.2421,1.5143,1.2646,0.4507
"[137, 155, 177, 205, 280, 327, 386, 415, 449, 906]",2.8199,GA with SVR,10,0.1629,0.2323,0.2403,1.5162,1.2032,0.493
"[32, 114, 172, 216, 218, 223, 227, 280, 399, 484, 819]",3.1437,GA with SVR,11,0.0696,0.0699,0.0737,1.6741,1.416,0.4225
"[94, 117, 121, 124, 134, 144, 149, 192, 233, 346, 361, 362, 367, 389, 451, 465, 514, 679]",4.5162,GA with SVR,18,0.1567,0.21,0.1487,1.6049,1.314,0.4085
"[33, 196, 205, 227, 300, 343, 388, 437, 462, 472, 527, 551, 864]",3.5813,GA with SVR,13,0.0935,-0.0195,0.0683,1.679,1.3169,0.4366
"[15, 31, 137, 184, 216, 280, 288, 291, 340, 348, 360, 367, 449, 550]",3.6509,GA with SVR,14,0.1915,0.2047,0.1933,1.5623,1.2209,0.4648
"[58, 61, 166, 185, 248, 355, 387, 388, 505, 520, 694]",3.0411,GA with SVR,11,0.1643,0.1971,0.1668,1.5878,1.222,0.5493
"[61, 71, 80, 90, 147, 174, 204, 216, 239, 250, 286, 320, 329, 372, 474, 476, 565, 697]",4.3866,GA with SVR,18,0.2765,0.3294,0.2395,1.5169,1.1568,0.4789
"[2, 38, 93, 140, 145, 172, 321, 331, 376, 428, 465, 521, 694, 880]",3.7128,GA with SVR,14,0.1472,0.1134,0.1304,1.622,1.3419,0.4507
"[50, 112, 140, 219, 222, 228, 334, 372, 908]",2.6601,GA with SVR,9,0.1504,0.1127,0.1287,1.6237,1.348,0.4648
"[55, 80, 82, 141, 144, 286, 329, 344, 361, 384, 445, 568]",3.291,GA with SVR,12,0.1612,0.0901,0.1048,1.6458,1.3357,0.4789
"[4, 17, 69, 163, 171, 211, 301, 348, 375, 381, 395, 449, 552, 649, 700, 938]",4.0158,GA with SVR,16,0.1965,0.3418,0.1838,1.5715,1.2868,0.4789
"[104, 105, 192, 202, 225, 404, 440, 453, 529, 556]",2.7208,GA with SVR,10,0.2527,0.3405,0.2621,1.4943,1.1774,0.5211
"[15, 77, 108, 167, 197, 297, 313, 368, 372, 386, 461, 485, 528, 533, 692]",3.7651,GA with SVR,15,0.2594,0.3347,0.214,1.5422,1.1801,0.507
"[78, 143, 162, 208, 242, 305, 318, 429, 494, 531, 535, 538, 648, 677, 938]",3.6588,GA with SVR,15,0.3857,0.3715,0.3404,1.4127,1.1089,0.5493
"[4, 33, 202, 210, 230, 318, 379, 389, 390, 457, 535, 702, 703]",3.3868,GA with SVR,13,0.2418,0.2592,0.2276,1.5287,1.1908,0.5211
"[38, 50, 98, 135, 328, 345, 389, 415, 428, 516, 540, 571]",3.2799,GA with SVR,12,0.1551,0.1323,0.1903,1.5653,1.2697,0.4507
"[1, 75, 139, 176, 284, 362, 392, 508, 908]",2.7391,GA with SVR,9,0.0815,0.001,0.078,1.6702,1.3983,0.3803
"[103, 182, 189, 194, 261, 295, 314, 382, 399, 402, 492, 516, 560, 870, 928]",3.8034,GA with SVR,15,0.2481,0.2576,0.2689,1.4873,1.2115,0.4648
"[6, 49, 93, 97, 115, 138, 179, 294, 350, 483, 487, 525, 544, 554, 681]",3.9134,GA with SVR,15,0.139,0.1565,0.2177,1.5385,1.2508,0.4648
"[94, 161, 202, 205, 251, 275, 292, 436, 488, 493, 517, 537, 545, 570, 677, 938]",4.1857,GA with SVR,16,0.083,0.0854,0.0788,1.6695,1.4036,0.3662
"[105, 115, 126, 220, 243, 371, 419, 431, 480, 499, 696]",2.9272,GA with SVR,11,0.2879,0.2838,0.2568,1.4996,1.2216,0.4648
"[80, 180, 197, 213, 214, 237, 427, 466, 870]",2.7053,GA with SVR,9,0.0935,0.0819,0.0291,1.714,1.3151,0.4507
"[119, 182, 212, 276, 383, 387, 428, 484, 530, 542, 552, 940]",3.0239,GA with SVR,12,0.3576,0.4395,0.4369,1.3053,1.0286,0.5634
"[52, 104, 123, 140, 171, 175, 228, 275, 443, 471, 493, 573, 852, 940]",3.7273,GA with SVR,14,0.1279,0.1067,0.1402,1.6129,1.3638,0.4225
"[2, 80, 91, 263, 280, 306, 318, 345, 358, 382, 384, 407, 426, 448, 479, 533, 537, 550, 816]",4.7351,GA with SVR,19,0.137,0.2256,0.1504,1.6033,1.3165,0.4789
"[31, 32, 51, 98, 152, 160, 200, 214, 250, 347, 374, 398, 415, 449, 467, 476, 478, 929]",4.6323,GA with SVR,18,0.0779,0.0333,0.0598,1.6867,1.3968,0.4085
"[16, 45, 90, 150, 214, 280, 294, 297, 359, 413, 427, 478, 504, 556, 679]",3.9082,GA with SVR,15,0.1487,0.1538,0.1624,1.5919,1.2966,0.4507
"[38, 67, 70, 204, 235, 333, 340, 472, 494, 515, 525, 690, 871]",3.4166,GA with SVR,13,0.2119,0.2333,0.2183,1.5379,1.2403,0.507
"[6, 32, 42, 44, 73, 209, 252, 253, 295, 326, 433, 450, 468, 526, 553, 680]",4.2215,GA with SVR,16,0.0706,0.0057,0.0708,1.6768,1.3656,0.4366
"[0, 48, 115, 153, 219, 251, 356, 408, 463, 477, 502, 537, 547]",3.5169,GA with SVR,13,0.1152,0.1279,0.1031,1.6474,1.4101,0.338
"[0, 55, 177, 221, 244, 250, 318, 336, 337, 488]",2.8822,GA with SVR,10,0.1193,0.1324,0.107,1.6437,1.4066,0.3521
"[77, 132, 137, 197, 230, 306, 355, 402, 468, 478]",2.807,GA with SVR,10,0.1787,0.24,0.2525,1.5039,1.2032,0.4648
"[123, 166, 170, 222, 277, 291, 304, 356, 376, 432, 438, 457, 466, 679, 680, 691]",3.9017,GA with SVR,16,0.3282,0.3931,0.2737,1.4824,1.1593,0.4789
"[66, 102, 103, 104, 128, 143, 144, 151, 175, 278, 283, 373, 387, 480, 492, 495, 507, 703, 941]",4.5257,GA with SVR,19,0.3166,0.4284,0.2757,1.4804,1.1341,0.5211
"[45, 47, 50, 112, 177, 216, 223, 260, 399, 408, 469, 512, 513, 524, 562, 866]",4.1788,GA with SVR,16,0.0964,0.0815,0.1397,1.6134,1.3584,0.4225
"[97, 239, 326, 332, 397, 412, 431, 438, 459, 490, 496, 511, 518, 821]",3.7329,GA with SVR,14,0.1199,0.1051,0.1457,1.6077,1.3446,0.4225
"[154, 198, 382, 398, 550]",1.619,GA with SVR,5,0.2028,0.1795,0.2223,1.534,1.2237,0.493
"[5, 91, 123, 182, 199, 229, 289, 311, 320, 389, 405, 407, 463, 511]",3.4322,GA with SVR,14,0.3983,0.3898,0.2708,1.4854,1.1612,0.493
